bam_files	conditions	exp_id_date	flowcell	strain	age	primary_antibody	heatshock_treatmemt	mtase1	mtase1_concentration	mtase1_incubation	mtase1_temp_duration	mtase_2	mtase2_concentration	mtase2_incubation	mtase2_temp_duration	induced_met	exclude	exclusion_reason	description	file_size	file_size_restored
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run1/basecalls/SQK-NBD114-24_barcode08.sorted.bam	SDC2_degron_mid_T4_rep3_R10	BX08_12_19_27	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	131	299
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode01.sorted.bam	SDC2_degron_mid_T0_rep2_R10	BX01b_12_19_24	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	461	1127
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode02.sorted.bam	SDC2_degron_mid_T0_rep3_R10	BX02b_12_19_24	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	428	1153
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode03.sorted.bam	SDC2_degron_mid_T0p5_rep3_R10	BX03b_12_19_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	268	674
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode04.sorted.bam	SDC2_degron_mid_T1_rep3_R10	BX04b_12_19_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	395	1026
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode05.sorted.bam	SDC2_degron_mid_T1p5_rep3_R10	BX05b_12_19_26	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	385	1005
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode06.sorted.bam	SDC2_degron_mid_T2_rep2_R10	BX06b_12_19_26	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	457	1198
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode07.sorted.bam	SDC2_degron_mid_T3_rep2_R10	BX07b_12_19_27	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	211	646
/Data1/seq_data/BX_SDC2deg_withd_allt_12_19_2024/run2/basecalls/SQK-NBD114-24_barcode08.sorted.bam	SDC2_degron_mid_T4_rep3_R10	BX08b_12_19_27	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	586	1351
/Data1/seq_data/BW_AIJ_SDC2T0_SDC2_3_DEG_20241209/basecalls/SQK-NBD114-24_barcode22.sorted.bam	SDC2_degron_mid_T0_rep2_R10	BW22_12_10_24	R10	TY6139	mid	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_degron_mid_T0_rep2_R10	1569	3860
/Data1/seq_data/BU_SDC2deg_withD_20250910/no_sample_id/20250110_1718_X3_FBA90550_366f06a9/basecalls/SQK-NBD114-24_barcode10.sorted.bam	SDC2_degron_mid_T0_rep3_R10	BU10_01_09_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	532	1599
/Data1/seq_data/BU_SDC2deg_withD_20250910/no_sample_id/20250110_1718_X3_FBA90550_366f06a9/basecalls/SQK-NBD114-24_barcode11.sorted.bam	SDC2_degron_mid_T0p5_rep3_R10	BU11_01_09_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	529	1687
/Data1/seq_data/BU_SDC2deg_withD_20250910/no_sample_id/20250110_1718_X3_FBA90550_366f06a9/basecalls/SQK-NBD114-24_barcode12.sorted.bam	SDC2_degron_mid_T1_rep3_R10	BU12_01_09_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	411	1444
/Data1/seq_data/BU_SDC2deg_withD_20250910/no_sample_id/20250110_1718_X3_FBA90550_366f06a9/basecalls/SQK-NBD114-24_barcode13.sorted.bam	SDC2_degron_mid_T1p5_rep3_R10	BU13_01_09_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	605	1908
/Data1/seq_data/BU_SDC2deg_withD_20250910/no_sample_id/20250110_1718_X3_FBA90550_366f06a9/basecalls/SQK-NBD114-24_barcode14.sorted.bam	SDC2_degron_mid_T2_rep2_R10	BU14_01_09_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	422	1527
/Data1/seq_data/BU_SDC2deg_withD_20250910/no_sample_id/20250110_1718_X3_FBA90550_366f06a9/basecalls/SQK-NBD114-24_barcode15.sorted.bam	SDC2_degron_mid_T3_rep2_R10	BU15_01_09_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	378	1460
/Data1/seq_data/BU_SDC2deg_withD_20250910/no_sample_id/20250110_1718_X3_FBA90550_366f06a9/basecalls/SQK-NBD114-24_barcode16.sorted.bam	SDC2_degron_mid_T4_rep3_R10	BU16_01_09_25	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2_3_degron_old_R10	484	1789
/Data1/seq_data/CA_107_SDC2_degron_OLD_20250213/no_sample_id/basecalls/mod_mappings.sorted.bam	SDC2deg_comb_R10	CA_02_15_25	R10	TY6197	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	SDC2degron_old_R10	1588	4556
/Data1/seq_data/CB_113_rex1scr_OLD_20250213/no_sample_id/basecalls/mod_mappings.sorted.bam	rex1_MEXIIscramble_R10	CB_02_15_25	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	113_rex1scr_old_R10	742	1189
/Data1/seq_data/CC_114_rex1scr_OLD_20250213/no_sample_id/basecalls/mod_mappings.sorted.bam	rex1_MEXIICtoG_R10	CC_02_15_25	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	60min_25C	MCViPi	2U/uL	None	60min_25C	"A, CG"	0	none	114_rex1scr_old_R10	444	890
/Data1/seq_data/1_2_14_19_N2_SDC2_SDC23_degron_4_24_25/basecalls/SQK-RBK114-96_barcode01.sorted.bam	N2_old_EXCL_lowmet_R10	N2_biorep1_fiber_old_R10_04_2025	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep1_fiber_old_R10	11	31
/Data1/seq_data/1_2_14_19_N2_SDC2_SDC23_degron_4_24_25/basecalls/SQK-RBK114-96_barcode02.sorted.bam	N2_old_EXCL_smallfile_R10	N2_biorep2_fiber_old_R10_04_2025_A	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep2_fiber_old_R10	25	62
/Data1/seq_data/1_2_14_19_N2_SDC2_SDC23_degron_4_24_25/basecalls/SQK-RBK114-96_barcode14.sorted.bam	SDC2deg_comb_EXCL_lowmet_R10	SDC2deg_biorep2_fiber_old_R10_04_2025_A	R10	TY6197	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep2_fiber_old_R10	24	52
/Data1/seq_data/1_2_14_19_N2_SDC2_SDC23_degron_4_24_25/basecalls/SQK-RBK114-96_barcode19.sorted.bam	SDC3degron_old_R10	SDC3deg_biorep1_fiber_old_R10_04_2025	R10	TY5960	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC3deg_biorep1_fiber_old_R10	24	59
/Data1/seq_data/107_SDC2_degron_rep1_fiberseqRep_4_22_25/basecalls/mod_mappings.sorted.bam	SDC2deg_comb_EXCL_smallfile_R10	SDC2deg_biorep1_fiber_old_R10_04_2025_A	R10	TY6197	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep1_fiber_old_R10	6	22
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode01.sorted.bam	N2_old_EXCL_lowmet_R10	N2_biorep1_fiber_old_R10_04_2025	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep1_fiber_old_R10	333	739
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode02.sorted.bam	N2_old_R10	N2_biorep2_fiber_old_R10_04_2025_B	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep2_fiber_old_R10	174	427
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode03.sorted.bam	DPY21null_comb_R10	DPY21null_biorep1_fiber_old_R10_04_2025	R10	TY3936	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY21null_biorep1_fiber_old_R10	153	347
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode04.sorted.bam	DPY21null_comb_R10	DPY21null_biorep2_fiber_old_R10_04_2025	R10	TY3936	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY21null_biorep2_fiber_old_R10	295	715
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode05.sorted.bam	DPY27deg_comb_R10	DPY27deg_biorep1_fiber_old_R10_04_2025_A	R10	TY6181	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY27deg_biorep1_fiber_old_R10	105	246
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode06.sorted.bam	DPY27deg_comb_R10	DPY27deg_biorep2_fiber_old_R10_04_2025_A	R10	TY6181	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY27deg_biorep2_fiber_old_R10	392	826
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode07.sorted.bam	DPY27deg_biorep3_fiber_old_R10_04_2025	DPY27deg_biorep3_fiber_old_R10_04_2025	R10	TY6181	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY27deg_biorep3	77	183
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode08.sorted.bam	DPY27deg_biorep4_fiber_old_R10_04_2025	DPY27deg_biorep4_fiber_old_R10_04_2025	R10	TY6181	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY27deg_biorep4	125	255
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode09.sorted.bam	DPY27deg_biorep5_fiber_old_R10_04_2025	DPY27deg_biorep5_fiber_old_R10_04_2025	R10	TY6181	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY27deg_biorep5	328	704
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode10.sorted.bam	SDC2deg_comb_R10	SDC2deg_biorep1_fiber_old_R10_04_2025_B	R10	TY6197	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep1_fiber_old_R10	204	486
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode11.sorted.bam	SDC2deg_comb_R10	SDC2deg_biorep2_fiber_old_R10_04_2025_B	R10	TY6197	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep2_fiber_old_R10	114	271
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode16.sorted.bam	SDC3degron_old_R10	SDC3deg_biorep1_fiber_old_R10_04_2025	R10	TY5960	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC3deg_biorep1_fiber_old_R10	186	440
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode17.sorted.bam	SDC3degron_old_R10	SDC3deg_biorep2_fiber_old_R10_04_2025	R10	TY5960	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC3deg_biorep2_fiber_old_R10	239	548
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode18.sorted.bam	SDC2_SDC3degron_old_R10	SDC2_3deg_biorep1_fiber_old_R10_04_2025	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2_3deg_biorep1_fiber_old_R10	475	1049
/Data1/seq_data/CE1_1-14_19-22_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode19.sorted.bam	SDC2_SDC3degron_old_R10	SDC2_3deg_biorep2_fiber_old_R10_04_2025	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2_3deg_biorep2_fiber_old_R10	904	1895
/Data1/seq_data/CE1_15-18_rex1_mut_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode12.sorted.bam	rex1_MEXIIscramble_R10	rex1_MEXIIscramble_biorep1_fiber_old_R10_04_2025	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	rex1_MEXIIscramble_biorep1_fiber_old_R10	338	493
/Data1/seq_data/CE1_15-18_rex1_mut_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode13.sorted.bam	rex1_MEXIIscramble_R10	rex1_MEXIIscramble_biorep2_fiber_old_R10_04_2025	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	rex1_MEXIIscramble_biorep2_fiber_old_R10	560	851
/Data1/seq_data/CE1_15-18_rex1_mut_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode14.sorted.bam	rex1_MEXIIscramble_R10	rex1_MEXIIscramble_biorep3_fiber_old_R10_04_2025	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	rex1_MEXIIscramble_biorep3	318	529
/Data1/seq_data/CE1_15-18_rex1_mut_fiber_2025_04_09/basecalls/SQK-NBD114-24_barcode15.sorted.bam	rex1_MEXIICtoG_R10	rex1_4thCtoG_biorep1_fiber_old_R10_04_2025	R10	TY5797	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	rex1_4thCtoG_biorep1_fiber_old_R10	462	854
/Data1/seq_data/CF_1_2_15_16_16_fiberseq_rep_4_15_25/basecalls/SQK-NBD114-24_barcode01.sorted.bam	N2_old_EXCL_smallfile_R10	N2_biorep1_fiber_old_R10_04_2025	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep1_fiber_old_R10	18	32
/Data1/seq_data/CF_1_2_15_16_16_fiberseq_rep_4_15_25/basecalls/SQK-NBD114-24_barcode02.sorted.bam	N2_old_EXCL_smallfile_R10	N2_biorep2_fiber_old_R10_04_2025_C	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep2_fiber_old_R10	11	20
/Data1/seq_data/CF_1_2_15_16_16_fiberseq_rep_4_15_25/basecalls/SQK-NBD114-24_barcode12.sorted.bam	rex1_EXCL_MEXIIscramble_biorep1_fiber_old_R10_04_2025	rex1_MEXIIscramble_biorep1_fiber_old_R10_04_2025	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	rex1_MEXIIscramble_biorep1_fiber_old_R10	5	10
/Data1/seq_data/CF_1_2_15_16_16_fiberseq_rep_4_15_25/basecalls/SQK-NBD114-24_barcode13.sorted.bam	rex1_EXCL_MEXIIscramble_biorep2_fiber_old_R10_04_2025	rex1_MEXIIscramble_biorep2_fiber_old_R10_04_2025	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	rex1_MEXIIscramble_biorep2_fiber_old_R10	16	28
/Data1/seq_data/CF_1_2_15_16_16_fiberseq_rep_4_15_25/basecalls/SQK-NBD114-24_barcode14.sorted.bam	rex1_EXCL_MEXIIscramble_biorep3_fiber_old_R10_04_2025	rex1_MEXIIscramble_biorep3_fiber_old_R10_04_2025	R10	TY5880	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	rex1_MEXIIscramble_biorep3	3	6
/Data1/seq_data/CG20_SDC3deg_rep2_noSRE_4_18_5/basecalls/mod_mappings.sorted.bam	SDC3degron_old_R10	SDC3deg_biorep2_fiber_old_R10_04_2025	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2_3deg_biorep2_fiber_old_R10	106	254
/Data1/seq_data/CH_1_2_8_9_13_14_fiber_rep_4_26_25/basecalls/SQK-NBD114-24_barcode01.sorted.bam	N2_old_EXCL_SMALL_R10	N2_biorep1_fiber_old_R10_04_2025	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep1_fiber_old_R10	444	933
/Data1/seq_data/CH_1_2_8_9_13_14_fiber_rep_4_26_25/basecalls/SQK-NBD114-24_barcode02.sorted.bam	N2_old_R10	N2_biorep2_fiber_old_R10_04_2025_D	R10	N2	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_biorep2_fiber_old_R10	1143	2572
/Data1/seq_data/CH_1_2_8_9_13_14_fiber_rep_4_26_25/basecalls/SQK-NBD114-24_barcode05.sorted.bam	DPY27deg_comb_R10	DPY27deg_biorep1_fiber_old_R10_04_2025_B	R10	TY6181	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY27deg_biorep1_fiber_old_R10	983	2014
/Data1/seq_data/CH_1_2_8_9_13_14_fiber_rep_4_26_25/basecalls/SQK-NBD114-24_barcode06.sorted.bam	DPY27deg_comb_R10	DPY27deg_biorep2_fiber_old_R10_04_2025_B	R10	TY6181	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	DPY27deg_biorep2_fiber_old_R10	491	1106
/Data1/seq_data/CH_1_2_8_9_13_14_fiber_rep_4_26_25/basecalls/SQK-NBD114-24_barcode10.sorted.bam	SDC2deg_comb_R10	SDC2deg_biorep1_fiber_old_R10_04_2025_C	R10	TY6197	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep1_fiber_old_R10	590	1335
/Data1/seq_data/CH_1_2_8_9_13_14_fiber_rep_4_26_25/basecalls/SQK-NBD114-24_barcode11.sorted.bam	SDC2deg_comb_R10	SDC2deg_biorep2_fiber_old_R10_04_2025_C	R10	TY6197	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep2_fiber_old_R10	1569	2928
/Data1/seq_data/20_5_SDC3deg_dpy21null_SRE_fiberseq_4_23/basecalls/SQK-RBK114-96_barcode06.sorted.bam	SDC3degron_old_R10	SDC3deg_biorep2_fiber_old_R10_04_2025	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep2_fiber_old_R10	13	40
/Data1/seq_data/20_5_SDC3deg_dpy21null_SRE_fiberseq_4_23/basecalls/SQK-RBK114-96_barcode07.sorted.bam	SDC3degron_old_R10	SDC3deg_biorep2_fiber_old_R10_04_2025	R10	TY6209	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep2_fiber_old_R10	10	29
/Data1/seq_data/20_5_SDC3deg_dpy21null_SRE_fiberseq_4_23/basecalls/SQK-RBK114-96_barcode08.sorted.bam	DPY21null_comb_R10	DPY21null_biorep1_fiber_old_R10_04_2025	R10	TY3936	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC2deg_biorep2_fiber_old_R10	22	58
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/combined_basecalls/SQK-RBK114-96_barcode10.sorted.bam	N2_young_R10	N2_biorep1_fiber_young_R10_08_2025	R10	N2	young_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_young_R10	?	1800
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/combined_basecalls/SQK-RBK114-96_barcode11.sorted.bam	N2_young_R10	N2_biorep1_fiber_young_R10_08_2025	R10	N2	young_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_young_R10	?	506
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/combined_basecalls/SQK-RBK114-96_barcode12.sorted.bam	N2_mid_R10	N2_biorep1_fiber_mid_R10_08_2025	R10	N2	mid_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_mid_R10	?	2247
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/combined_basecalls/SQK-RBK114-96_barcode13.sorted.bam	N2_mid_R10	N2_biorep1_fiber_mid_R10_08_2025	R10	N2	mid_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_mid_R10	?	3571
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/combined_basecalls/SQK-RBK114-96_barcode15.sorted.bam	SDC3deg_old_R10	SDC3deg_biorep1_fiber_old_R10_08_2025	R10	SDC3deg	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC3deg_old_R10	?	1673
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/combined_basecalls/SQK-RBK114-96_barcode16.sorted.bam	SDC3deg_old_R10	SDC3deg_biorep1_fiber_old_R10_08_2025	R10	SDC3deg	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC3deg_old_R10	?	1666
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/N2Y_SDC3_basecalls/SQK-RBK114-96_barcode18.sorted.bam	N2_young_R10	N2_biorep1_fiber_young_R10_08_2025	R10	N2	young_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_young_R10	?	?
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/N2Y_SDC3_basecalls/SQK-RBK114-96_barcode20.sorted.bam	N2_young_R10	N2_biorep1_fiber_young_R10_08_2025	R10	N2	young_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	N2_young_R10	?	?
/Data1/seq_data/CE1_6_N2young_N2mid_SDC3degron_8_12_25/no_sample_id/N2Y_SDC3_basecalls/SQK-RBK114-96_barcode26.sorted.bam	SDC3deg_old_R10	SDC3deg_biorep1_fiber_old_R10_08_2025	R10	SDC3deg	old_embryo_2h	none	none	Hia5	2uM	none_fiber	150min_25C	MCViPi	0.2U/uL	None	150min_25C	"A, CG"	0	none	SDC3deg_old_R10	?	?
